ticker,
NVDA,
AAPL,
MSFT,
AMZN,
GOOGL,
AVGO,
GOOG,
META,
TSLA,
BRK.B,
JPM,
WMT,
LLY,
ORCL,
V,
MA,
XOM,
PLTR,
NFLX,
JNJ,
AMD,
COST,
BAC,
ABBV,
HD,
PG,
GE,
CVX,
UNH,
KO,
CSCO,
IBM,
WFC,
CAT,
MS,
MU,
AXP,
CRM,
GS,
RTX,
TMUS,
PM,
APP,
ABT,
MRK,
TMO,
MCD,
DIS,
UBER,
PEP,
ANET,
LRCX,
LIN,
QCOM,
NOW,
INTC,
ISRG,
INTU,
AMAT,
C,
T,
SCHW,
APH,
NEE,
BLK,
VZ,
BKNG,
AMGN,
KLAC,
GEV,
TJX,
ACN,
BA,
DHR,
BSX,
PANW,
GILD,
ETN,
SPGI,
TXN,
ADBE,
PFE,
COF,
CRWD,
SYK,
LOW,
UNP,
HOOD,
HON,
DE,
WELL,
PGR,
CEG,
MDT,
PLD,
ADI,
BX,
LMT,
COP,
VRTX,
CB,
DASH,
DELL,
KKR,
ADP,
HCA,
SO,
CMCSA,
MCK,
TT,
CVS,
PH,
DUK,
CME,
NKE,
MO,
BMY,
GD,
COIN,
CDNS,
SBUX,
MMM,
NEM,
MMC,
MCO,
SHW,
SNPS,
AMT,
ICE,
NOC,
EQIX,
HWM,
UPS,
WM,
ORLY,
EMR,
RCL,
ABNB,
BK,
JCI,
MDLZ,
TDG,
CTAS,
AON,
TEL,
USB,
ECL,
GLW,
PNC,
APO,
ITW,
MAR,
WMB,
ELV,
REGN,
MSI,
CSX,
PWR,
FTNT,
COR,
CI,
MNST,
PYPL,
RSG,
GM,
AEP,
ADSK,
AJG,
WDAY,
ZTS,
VST,
NSC,
CL,
AZO,
CMI,
SRE,
TRV,
FDX,
FCX,
HLT,
MPC,
DLR,
KMI,
EOG,
AXON,
SPG,
AFL,
TFC,
DDOG,
WBD,
URI,
PSX,
STX,
LHX,
APD,
SLB,
MET,
O,
NXPI,
F,
VLO,
ROST,
PCAR,
WDC,
BDX,
ALL,
IDXX,
CARR,
D,
EA,
PSA,
NDAQ,
EW,
MPWR,
XEL,
ROP,
BKR,
TTWO,
FAST,
GWW,
EXC,
AME,
XYZ,
CBRE,
CAH,
MSCI,
DHI,
AIG,
ETR,
AMP,
KR,
OKE,
TGT,
PAYX,
CMG,
CTVA,
CPRT,
A,
FANG,
ROK,
GRMN,
OXY,
PEG,
LVS,
FICO,
KMB,
CCI,
YUM,
VMC,
CCL,
DAL,
MLM,
KDP,
IQV,
EBAY,
XYL,
PRU,
WEC,
OTIS,
RMD,
FI,
SYY,
CTSH,
ED,
PCG,
WAB,
EL,
HIG,
LYV,
VTR,
NUE,
HSY,
DD,
GEHC,
MCHP,
HUM,
EQT,
NRG,
TRGP,
FIS,
STT,
HPE,
VICI,
ACGL,
LEN,
KEYS,
RJF,
IBKR,
SMCI,
VRSK,
UAL,
IRM,
CHTR,
EME,
IR,
WTW,
ODFL,
KHC,
MTD,
CSGP,
ADM,
K,
TSCO,
FSLR,
TER,
EXR,
MTB,
DTE,
ROL,
AEE,
KVUE,
ATO,
FITB,
ES,
BRO,
EXPE,
WRB,
PPL,
SYF,
FE,
HPQ,
EFX,
BR,
CBOE,
AWK,
HUBB,
CNP,
DOV,
GIS,
AVB,
TDY,
EXE,
TTD,
VLTO,
LDOS,
NTRS,
HBAN,
CINF,
PTC,
WSM,
JBL,
NTAP,
PHM,
ULTA,
STE,
STZ,
STLD,
TPR,
DXCM,
BIIB,
EQR,
HAL,
TROW,
CMS,
VRSN,
PODD,
CFG,
PPG,
DG,
TPL,
RF,
CHD,
EIX,
LH,
DRI,
CDW,
WAT,
L,
DVN,
TYL,
SBAC,
ON,
IP,
WST,
LULU,
DLTR,
NI,
ZBH,
NVR,
KEY,
DGX,
RL,
SW,
TRMB,
BG,
GPN,
IT,
J,
PFG,
CPAY,
INCY,
TSN,
AMCR,
CHRW,
CTRA,
GDDY,
LII,
GPC,
EVRG,
PKG,
APTV,
SNA,
PNR,
CNC,
BBY,
INVH,
MKC,
LNT,
DOW,
PSKY,
WY,
EXPD,
HOLX,
GEN,
ESS,
IFF,
JBHT,
FTV,
LUV,
TKO,
ERIE,
MAA,
LYB,
FFIV,
OMC,
ALLE,
TXT,
KIM,
COO,
UHS,
FOX,
CLX,
ZBRA,
FOXA,
AVY,
CF,
DPZ,
MAS,
EG,
NDSN,
BF.B,
BLDR,
IEX,
BALL,
HII,
REG,
DOC,
WYNN,
DECK,
SOLV,
VTRS,
HRL,
BEN,
ALB,
SWKS,
BXP,
UDR,
SJM,
HST,
DAY,
RVTY,
JKHY,
AKAM,
HAS,
AIZ,
GL,
CPT,
MRNA,
PNW,
IVZ,
PAYC,
SWK,
NCLH,
ARE,
ALGN,
FDS,
POOL,
NWSA,
AES,
GNRC,
TECH,
BAX,
IPG,
AOS,
EPAM,
CPB,
CRL,
MGM,
MOS,
TAP,
LW,
DVA,
FRT,
CAG,
LKQ,
APA,
MOH,
SOLSV,
MTCH,
HSIC,
MHK,
EMN,
NWS,
